English (en),Finnish (fi),Positive,Negative,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust
courteous,kohtelias,1,0,0,0,0,0,0,0,0,0
courtesy,kohteliaisuus,1,0,0,0,0,0,0,0,0,0
courthouse,oikeustalo,0,0,0,0,0,0,0,0,0,0
courts,tuomioistuimet,0,0,0,0,0,0,0,0,0,0
courtship,kosiskelu,1,0,0,1,0,0,1,0,0,1
courtyard,piha,0,0,0,0,0,0,0,0,0,0
cove,lahti,1,0,0,1,1,1,1,0,0,0
covenant,liitto,1,0,0,0,0,0,0,0,0,1
cover,peite,0,0,0,0,0,0,0,0,0,1
covered,katettu,0,0,0,0,0,0,0,0,0,0
covering,päällyste,0,0,0,0,0,0,0,0,0,0
covert,peitelty,0,0,0,0,0,0,0,0,0,0
covet,himoita,0,1,0,0,0,0,0,0,0,0
cow,lehmä,0,0,0,0,0,0,0,0,0,0
coward,pelkuri,0,1,0,0,1,1,0,1,0,0
cowardice,pelkuruus,0,1,0,0,0,1,0,0,0,0
cowardly,raukkamainen,0,1,0,0,0,1,0,0,0,0
cowboy,cowboy,0,0,0,0,0,0,0,0,0,0
cowhide,lehmänvuota,0,0,0,0,0,0,0,0,0,0
cowl,huppu,0,0,0,0,0,0,0,0,0,0
coworker,työtoveri,0,0,0,0,0,0,0,0,0,0
coy,kaino,0,0,0,0,0,1,0,0,0,0
coyote,kojootti,0,0,0,0,0,1,0,0,0,0
crab,rapu,0,0,0,0,0,0,0,0,0,0
crabby,äkäinen,0,1,1,0,0,0,0,0,0,0
crack,crack,0,1,0,0,0,0,0,0,0,0
cracked,säröillä,0,1,1,0,0,1,0,0,0,0
cracker,voileipäkeksi,0,0,0,0,0,0,0,0,0,0
cracking,halkeilua,0,1,0,0,0,0,0,0,0,0
crackle,ratista,0,0,0,0,0,0,0,0,0,0
cradle,kehto,1,0,0,1,0,0,1,0,0,1
craft,alus,1,0,0,0,0,0,0,0,0,0
craftsman,käsityöläinen,1,0,0,0,0,0,0,0,0,0
crafty,ovela,0,0,0,0,0,0,0,0,0,0
craig,Craig,0,0,0,0,0,0,0,0,0,0
crammed,täyteen ahdettu,0,0,0,0,0,0,0,0,0,0
cramp,kramppi,0,1,0,1,0,0,0,0,0,0
cramped,ahdas,0,1,0,0,0,0,0,0,0,0
crane,nosturi,0,0,0,0,0,0,0,0,0,0
cranium,kallo,0,0,0,0,0,0,0,0,0,0
crank,kampi,0,1,0,0,0,0,0,0,0,0
cranky,äkäinen,0,1,1,0,0,0,0,0,0,0
crap,paska,0,1,0,0,1,0,0,0,0,0
craps,noppapeli,0,0,0,1,0,0,0,0,0,0
crash,romahdus,0,1,0,0,0,1,0,1,1,0
crate,kori,0,0,0,0,0,0,0,0,0,0
crater,kraatteri,0,0,0,0,0,0,0,0,0,0
crave,haluta kovasti,0,0,0,1,0,0,0,0,0,0
craving,himo,0,0,0,1,0,0,0,0,0,0
crawfish,rapu,0,0,0,0,0,0,0,0,0,0
crawl,ryömiä,0,1,0,0,1,0,0,0,0,0
crayons,väriliidut,0,0,0,0,0,0,0,0,0,0
craze,villitys,0,0,0,0,0,0,0,0,0,0
crazed,hullu,0,1,1,0,0,1,0,0,0,0
crazy,hullu,0,1,1,0,0,1,0,1,0,0
creaking,narisevien,0,1,0,0,0,0,0,0,0,0
cream,kerma,1,0,0,1,0,0,1,0,1,0
creamer,kermakannu,0,0,0,0,0,0,0,0,0,0
creamy,kermainen,0,0,0,0,0,0,0,0,0,0
crease,prässi,0,0,0,0,0,0,0,0,0,0
create,luoda,1,0,0,0,0,0,1,0,0,0
creation,luominen,0,0,0,0,0,0,0,0,0,0
creative,luova,1,0,0,0,0,0,0,0,0,0
creator,luoja,0,0,0,0,0,0,0,0,0,0
creature,olento,0,1,0,0,1,1,0,0,0,0
credence,usko,1,0,0,0,0,0,0,0,0,1
credential,tilitietojen,1,0,0,0,0,0,0,0,0,1
credentials,valtakirjojen,0,0,0,0,0,0,0,0,0,0
credibility,uskottavuus,1,0,0,0,0,0,0,0,0,1
credible,uskottava,1,0,0,0,0,0,0,0,0,1
credit,luotto,1,0,0,0,0,0,0,0,0,1
creditable,NO TRANSLATION,1,0,0,0,0,0,0,0,0,1
credited,hyvitetään,1,0,0,0,0,0,0,0,0,0
crediting,hyvittämiseen,0,0,0,0,0,0,0,0,0,0
creditor,velkoja,0,0,0,0,0,0,0,0,0,0
creed,uskontunnustus,0,0,0,0,0,0,0,0,0,0
creek,puro,0,0,0,0,0,0,0,0,0,0
creep,hiipiä,0,1,0,0,0,0,0,0,0,0
creeping,hiipivä,0,0,0,1,0,0,0,0,0,0
cremation,tuhkaus,0,0,0,0,0,0,0,1,0,0
creole,kreoli,0,0,0,0,0,0,0,0,0,0
crescendo,crescendo,1,0,0,1,0,0,1,0,1,1
crescent,puolikuu,0,0,0,0,0,0,0,0,0,0
crevice,rako,0,0,0,0,0,0,0,0,0,0
crew,miehistö,0,0,0,0,0,0,0,0,0,1
crib,seimi,0,0,0,0,0,0,0,0,0,0
cricket,kriketti,0,0,0,0,0,0,0,0,0,0
crime,rikollisuus,0,1,1,0,0,0,0,0,0,0
criminal,rikollinen,0,1,1,0,1,1,0,0,0,0
criminality,rikollisuus,0,1,1,0,1,1,0,0,0,0
crimp,röyheltää,0,0,0,0,0,0,0,0,0,0
crimson,karmiininpunainen,0,0,0,0,0,0,0,0,0,0
cringe,kyyristyä,0,1,0,0,1,1,0,1,0,0
cripple,rampa,0,1,0,0,0,1,0,1,0,0
crippled,rujo,0,1,0,0,0,0,0,1,0,0
crisis,kriisi,0,1,0,0,0,0,0,0,0,0
crisp,terävä,0,1,0,0,0,0,0,0,0,1
criterion,kriteeri,0,0,0,0,0,0,0,0,0,0
critic,kriitikko,0,1,0,0,0,0,0,0,0,0
criticism,kritiikki,0,1,1,0,0,0,0,1,0,0
criticize,arvostella,0,1,1,0,1,1,0,1,0,0
critique,kritiikki,1,0,0,0,0,0,0,0,0,0
critter,veijari,0,0,0,0,1,0,0,0,0,0
croak,kurnuttaa,0,0,0,0,0,0,0,0,0,0
crock,autonromu,0,0,0,0,0,0,0,0,0,0
crockery,saviastiat,0,0,0,0,0,0,0,0,0,0
crocodile,krokotiili,0,0,0,0,0,1,0,0,0,0
croft,torppa,0,0,0,0,0,0,0,0,0,0
crook,roisto,0,1,0,0,0,0,0,0,0,0
crop,sato,0,0,0,0,0,0,0,0,0,0
croquet,kroketti,0,0,0,0,0,0,0,0,0,0
cross,ylittää,0,1,1,0,0,1,0,1,0,0
crossbow,varsijousi,0,0,0,0,0,0,0,0,0,0
crossed,ristissä,0,0,0,0,0,0,0,0,0,0
crossing,ylitys,0,0,0,0,0,0,0,0,0,0
crotch,haara,0,0,0,0,0,0,0,0,0,0
crouch,kyhjöttää,0,0,0,0,0,1,0,0,0,0
crouched,kyyristyi,0,0,0,0,0,0,0,0,0,0
crouching,Hiipivä,0,1,0,0,0,1,0,0,0,0
croupier,krupieeri,0,0,0,0,0,0,0,0,0,0
crow,varis,0,0,0,0,0,0,0,0,0,0
crowd,väkijoukko,0,0,0,0,0,0,0,0,0,0
crowded,tungosta,0,0,0,0,0,0,0,0,0,0
crown,kruunu,0,0,0,0,0,0,0,0,0,0
crowning,kruunaus,1,0,0,1,0,0,1,0,1,1
crucial,ratkaiseva,1,0,0,0,0,0,0,0,0,1
cruciate,cruciate,0,1,0,0,0,0,0,0,0,0
crucifix,krusifiksi,0,0,0,0,0,0,0,0,0,0
crucifixion,ristiinnaulitseminen,0,1,1,0,1,1,0,1,0,0
crude,raaka,0,1,0,0,1,0,0,0,0,0
cruel,julma,0,1,1,0,1,1,0,1,0,0
cruelly,julmasti,0,1,1,0,0,1,0,0,0,0
cruelty,julmuus,0,1,1,0,1,1,0,1,0,0
cruise,risteily,0,0,0,0,0,0,0,0,0,0
cruiser,risteilijä,0,0,0,0,0,0,0,0,0,0
crumb,murunen,0,0,0,0,0,0,0,0,0,0
crumbling,murenemassa,0,1,0,0,0,0,0,1,0,0
crunch,räsähdys,0,1,1,0,0,0,0,0,0,0
crusade,ristiretki,0,1,1,0,0,1,0,0,0,0
crush,murskata,0,0,0,0,0,0,0,0,0,0
crushed,murskattu,0,1,1,0,1,1,0,1,0,0
crushing,murskaava,0,1,1,0,1,1,0,0,0,0
crust,kuori,0,0,0,0,0,0,0,0,0,0
crusty,kärttyisä,0,1,0,0,1,0,0,0,0,0
crutch,kainalosauva,0,0,0,0,0,0,0,0,0,0
crux,ydin,0,0,0,0,0,0,0,0,0,0
cry,itkeä,0,1,0,0,0,0,0,1,0,0
crying,huutava,0,1,0,0,0,0,0,1,0,0
crypt,krypta,0,1,0,0,0,1,0,1,0,0
cryptic,arvoituksellinen,0,0,0,0,0,0,0,0,0,0
cryptography,kryptografia,0,0,0,0,0,0,0,0,0,0
crystal,kristalli,1,0,0,0,0,0,0,0,0,0
crystalline,kiteinen,0,0,0,0,0,0,0,0,0,0
crystallization,kiteytys,0,0,0,0,0,0,0,0,0,0
cub,poikanen,0,0,0,0,0,0,0,0,0,0
cube,kuutio,0,0,0,0,0,0,0,0,0,1
cubicle,koppi,0,0,0,0,0,0,0,0,0,0
cuckold,aisankannattaja,0,1,0,0,1,0,0,0,0,0
cuckoo,käki,0,1,0,0,0,0,0,0,0,0
cuddle,halaus,1,0,0,0,0,0,1,0,0,1
cue,vihje,0,0,0,1,0,0,0,0,0,0
cuff,mansetti,0,0,0,0,0,0,0,0,0,0
cuisine,keittiö,0,0,0,0,0,0,0,0,0,0
culinary,kulinaarinen,1,0,0,0,0,0,0,0,0,1
cull,teurastaa,0,1,0,0,0,0,0,0,0,0
culminate,huipentua,0,0,0,0,0,0,0,0,0,0
culmination,huippukohta,1,0,0,0,0,0,0,0,0,0
culpability,syyllisyydestä,0,1,0,0,0,0,0,0,0,0
culpable,moitittava,0,1,0,0,0,0,0,0,0,0
culprit,syyllinen,0,1,0,0,0,0,0,0,0,0
cult,kultti,0,1,0,0,0,1,0,0,0,0
cultivate,viljellä,1,0,0,1,0,0,0,0,0,1
cultivated,viljellyt,1,0,0,0,0,0,0,0,0,0
cultivation,viljely,1,0,0,0,0,0,0,0,0,0
culture,kulttuuri,1,0,0,0,0,0,0,0,0,0
culvert,holvirumpu,0,0,0,0,0,0,0,0,0,0
cumbersome,hankala,0,1,0,0,0,0,0,1,0,0
cumulus,kumpupilvi,0,0,0,0,0,0,0,0,0,0
cunning,ovela,1,1,0,0,0,0,0,0,0,0
cup,kuppi,0,0,0,0,0,0,0,0,0,0
cupboard,kaappi,0,0,0,0,0,0,0,0,0,0
cupping,kuppaus,0,1,0,0,1,1,0,1,0,0
cur,rakki,0,1,1,0,1,1,0,0,0,0
curable,parannettavissa,1,0,0,0,0,0,0,0,0,1
curate,kappalainen,0,0,0,0,0,0,0,0,0,0
curative,parantava,0,0,0,0,0,0,0,0,0,0
curator,kuraattori,0,0,0,0,0,0,0,0,0,0
curb,hillitä,0,0,0,0,0,0,0,0,0,0
curd,rahka,0,0,0,0,0,0,0,0,0,0
curfew,ulkonaliikkumiskielto,0,0,0,0,0,0,0,0,0,0
curiosity,uteliaisuus,1,0,0,1,0,0,0,0,1,0
curl,kiemura,1,0,0,0,0,0,0,0,0,0
curling,curling,0,0,0,0,0,0,0,0,0,0
currency,valuutta,0,0,0,0,0,0,0,0,0,0
current,nykyinen,0,0,0,0,0,0,0,0,0,0
curriculum,opetussuunnitelma,0,0,0,0,0,0,0,0,0,0
curry,curry,0,0,0,0,0,0,0,0,0,0
curse,kirous,0,1,1,0,1,1,0,1,0,0
cursed,kirottu,0,1,1,0,0,1,0,1,0,0
cursing,kiroilu,0,1,1,0,1,0,0,0,0,0
cursory,pintapuolinen,0,1,0,0,0,0,0,0,0,0
curt,tyly,0,0,0,0,0,0,0,0,0,0
curtail,supistaa,0,0,0,0,0,0,0,0,0,0
curtailment,supistaminen,0,0,0,0,0,0,0,0,0,0
curtain,verho,0,0,0,0,0,0,0,0,0,0
curvature,kaarevuus,0,0,0,0,0,0,0,0,0,0
curve,käyrä,0,0,0,0,0,0,0,0,0,0
curved,kaareva,0,0,0,0,0,0,0,0,0,0
curvilinear,kaarevia,0,0,0,0,0,0,0,0,0,0
cushion,tyyny,1,0,0,0,0,0,0,0,0,0
cusp,kärki,0,0,0,0,0,0,0,0,0,0
cussed,itsepäinen,0,0,1,0,0,0,0,0,0,0
custodian,hoitaja,0,0,0,0,0,0,0,0,0,1
custody,huolto,0,0,0,0,0,0,0,0,0,1
custom,asiakassuhde,0,0,0,0,0,0,0,0,0,0
customary,tavanomainen,0,0,0,0,0,0,0,0,0,0
customer,asiakas,1,0,0,0,0,0,0,0,0,0
cut,leikata,0,0,0,0,0,0,0,0,0,0
cutaneous,ihon,0,0,0,0,0,0,0,0,0,0
cute,söpö,1,0,0,0,0,0,0,0,0,0
cuticle,orvaskesi,0,0,0,0,0,0,0,0,0,0
cutlery,ruokailuvälineet,0,0,0,0,0,0,0,0,0,0
cutter,leikkuri,0,1,0,0,0,1,0,0,0,0
cutters,leikkurit,1,0,0,0,0,0,0,0,0,0
cutthroat,murhamies,0,1,1,0,0,1,0,0,0,0
cutting,leikkaus,0,1,1,0,1,1,0,1,0,0
cuttings,pistokkaat,0,0,0,0,0,0,0,0,0,0
cwt,CWT,0,0,0,0,0,0,0,0,0,0
cyanide,syanidi,0,1,0,0,0,1,0,0,0,0
cycle,sykli,0,0,0,0,0,0,0,0,0,0
cyclical,syklinen,0,0,0,0,0,0,0,0,0,0
cyclist,pyöräilijä,0,0,0,0,0,0,0,0,0,0
cyclone,sykloni,0,1,0,0,0,1,0,0,1,0
cylinder,sylinteri,0,0,0,0,0,0,0,0,0,0
cylindrical,lieriömäinen,0,0,0,0,0,0,0,0,0,0
cymbal,symbaali,0,0,0,0,0,0,0,0,0,0
cynic,kyynikko,0,0,0,0,0,0,0,0,0,0
cyst,kysta,0,1,0,0,0,1,0,1,0,0
cystic,kystinen,0,0,0,0,1,0,0,0,0,0
cytomegalovirus,sytomegalovirus,0,1,0,0,0,0,0,1,0,0
cytoplasm,sytoplasma,0,0,0,0,0,0,0,0,0,0
czar,tsaari,0,0,0,0,0,0,0,0,0,0
dab,hietakampela,0,0,0,0,0,0,0,0,0,0
dabble,harrastella,0,0,0,0,0,0,0,0,0,0
dabbling,dabbling,0,1,1,0,1,0,0,0,0,0
dad,isä,0,0,0,0,0,0,0,0,0,0
dado,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0
daemon,demoni,0,1,1,0,1,1,0,1,1,0
daft,mieletön,0,1,0,0,1,0,0,0,0,0
dagger,tikari,0,1,0,0,0,1,0,0,0,0
daily,päivittäin,0,0,0,1,0,0,0,0,0,0
dainty,siro,0,0,0,0,0,0,0,0,0,0
dairy,meijeri,0,0,0,0,0,0,0,0,0,0
dak,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0
dale,laakso,0,0,0,0,0,0,0,0,0,0
dam,pato,0,0,0,0,0,0,0,0,0,0
damage,vahingoittaa,0,1,1,0,1,0,0,1,0,0
damages,vahingonkorvaus,0,1,0,0,0,0,0,1,0,0
dame,rouva,1,0,1,0,1,0,0,0,0,1
damn,kirottu,0,1,1,0,1,0,0,0,0,0
damnation,kadotus,0,1,1,0,0,1,0,1,0,0
damned,pahuksen,0,1,0,0,0,0,0,0,0,0
damp,kostea,0,0,0,0,0,0,0,0,0,0
dampened,vaimentanut,0,0,0,0,0,0,0,0,0,0
damper,vaimennin,0,1,0,0,0,0,0,0,0,0
damsel,neito,0,0,0,0,0,0,0,0,0,0
dance,tanssi,1,0,0,0,0,0,1,0,0,1
dancer,tanssija,0,0,0,0,0,0,0,0,0,0
dandruff,hilse,0,1,0,0,0,0,0,0,0,0
dandy,keikari,0,1,0,0,1,0,0,0,0,0
danger,vaara,0,1,0,0,0,1,0,1,0,0
dangerous,vaarallinen,0,1,0,0,0,1,0,0,0,0
dangle,repsottaa,0,0,0,0,0,0,0,0,0,0
dank,NO TRANSLATION,0,0,0,0,1,0,0,0,0,0
dapper,huoliteltu,0,0,0,0,0,0,0,0,0,0
dare,uskaltaa,0,0,0,1,0,0,0,0,0,1
daring,rohkea,1,0,0,0,0,0,0,0,0,0
dark,tumma,0,0,0,0,0,0,0,1,0,0
darken,tummentaa,0,1,0,0,0,1,0,1,0,0
darkened,pimennetyssä,0,1,0,0,0,1,0,1,0,0
darkly,darkly,0,0,0,0,0,0,0,0,0,0
darkness,pimeys,0,1,1,0,0,1,0,1,0,0
darling,Rakas,1,0,0,0,0,0,1,0,0,1
darn,parsia,0,0,0,0,0,0,0,0,0,0
dart,tikka,0,0,0,0,0,1,0,0,0,0
dash,kojelauta,0,0,0,0,0,0,0,0,0,0
dashboard,kojelauta,0,0,0,0,0,0,0,0,0,0
dashed,romutti,0,1,1,0,0,1,0,1,0,0
dashing,hurtti,1,0,0,0,0,0,0,0,0,0
dastardly,viheliäinen,0,1,1,0,1,1,0,0,0,0
data,data,0,0,0,0,0,0,0,0,0,0
database,tietokanta,0,0,0,0,0,0,0,0,0,0
date,Treffi,0,0,0,0,0,0,0,0,0,0
daughter,tytär,1,0,0,0,0,0,1,0,0,0
dawn,valjeta,1,0,0,1,0,0,1,0,1,1
day,päivä,0,0,0,0,0,0,0,0,0,0
daybreak,aamunkoite,0,0,0,0,0,0,0,0,0,0
daydreaming,haaveilmeinen,0,0,0,0,0,0,0,0,0,0
daze,huumata,0,0,0,0,0,0,0,0,0,0
dazed,huumaantunut,0,1,0,0,0,0,0,0,0,0
dazzling,häikäisevä,0,0,0,0,0,0,0,0,0,0
deacon,diakoni,0,0,0,0,0,0,0,0,0,1
deactivate,deaktivoida,0,1,0,0,0,0,0,0,0,0
deadlock,umpikuja,0,1,0,0,0,0,0,0,0,0
deadly,tappava,0,1,1,0,1,1,0,1,0,0
deaf,kuuro,0,1,0,0,0,0,0,0,0,0
deafening,korviahuumaava,0,0,0,0,0,0,0,0,0,0
deafness,kuurous,0,0,0,0,0,0,0,0,0,0
deal,sopimus,1,0,0,1,0,0,1,0,1,1
dealer,jakaja,0,0,0,0,0,0,0,0,0,0
dealing,tekemisissä,0,0,0,0,0,0,0,0,0,0
dealings,kanssakäyminen,0,0,0,0,0,0,0,0,0,1
dean,dekaani,0,0,0,0,0,0,0,0,0,0
dear,rakas,1,0,0,0,0,0,0,0,0,0
dearth,niukkuus,0,0,0,0,0,0,0,0,0,0
death,kuolema,0,1,1,1,1,1,0,1,1,0
debacle,romahdus,0,1,0,0,0,1,0,1,0,0
debatable,kiistanalainen,0,0,0,0,0,0,0,0,0,0
debate,keskustelu,1,0,0,0,0,0,0,0,0,0
debauchery,irstailu,0,1,0,0,1,1,0,0,0,0
debenture,joukkovelkakirjalainan,0,0,0,1,0,0,0,0,0,0
debit,veloittaa,0,0,0,0,0,0,0,0,0,0
debris,jätteet,0,1,0,0,1,0,0,0,0,0
debt,velka,0,1,0,0,0,0,0,1,0,0
debtor,velallinen,0,1,0,0,0,0,0,0,0,0
debut,debyytti,0,0,0,0,0,0,0,0,0,0
decade,vuosikymmen,0,0,0,0,0,0,0,0,0,0
decanter,viinikarahvi,0,0,0,0,0,0,0,0,0,0
decay,rappeutuminen,0,1,0,0,0,1,0,1,0,0
decayed,rappeutunut,0,1,0,0,1,0,0,1,0,0
deceased,kuollut,0,1,0,0,0,0,0,1,0,0
deceit,petos,0,1,1,0,1,1,0,1,1,0
deceitful,petollinen,0,1,0,0,1,0,0,1,0,0
deceive,pettää,0,1,1,0,1,0,0,1,0,0
deceived,petti,0,1,1,0,0,0,0,0,0,0
deceiving,pettää,0,1,0,0,0,0,0,0,0,1
decency,säädyllisyys,1,0,0,0,0,0,0,0,0,0
decent,kunnollinen,1,0,0,0,0,0,0,0,0,0
deception,petos,0,1,0,0,0,0,0,0,0,0
deceptive,petollinen,0,1,0,0,0,0,0,0,0,0
decidedly,selvästi,0,0,0,0,0,0,0,0,0,0
deciduous,putoava,0,0,0,0,0,0,0,0,0,0
decimal,desimaalin,0,0,0,0,0,0,0,0,0,0
decipher,tulkita,0,0,0,0,0,0,0,0,0,0
decision,päätös,0,0,0,0,0,0,0,0,0,0
decisive,ratkaiseva,0,0,0,0,0,0,0,0,0,0
deck,kansi,0,0,0,0,0,0,0,0,0,0
declaration,ilmoitus,0,0,0,0,0,0,0,0,0,0
declaratory,toteava,1,0,0,0,0,0,0,0,0,0
declare,julistaa,0,0,0,0,0,0,0,0,0,0
declination,eranto,0,1,0,0,0,0,0,0,0,0
decline,aleneminen,0,1,0,0,0,0,0,0,0,0
declining,laskussa,0,1,0,0,0,0,0,0,0,0
decompose,hajota,0,0,0,0,1,0,0,0,0,0
decomposed,hajoaa,0,0,0,0,0,0,0,1,0,0
decomposition,hajoaminen,0,1,0,0,1,1,0,1,0,0
decorate,koristella,0,0,0,0,0,0,0,0,0,0
decoration,koriste,0,0,0,0,0,0,0,0,0,0
decorum,arvokkuus,0,0,0,0,0,0,0,0,0,0
decoy,syötti,0,0,0,0,0,0,0,0,1,0
decrease,pienentää,0,1,0,0,0,0,0,0,0,0
decreased,vähentynyt,0,0,0,0,0,0,0,0,0,0
decreasing,laskeva,0,0,0,0,0,0,0,0,0,0
decree,asetus,0,0,0,0,0,0,0,0,0,0
decrement,vähenemä,0,1,0,0,0,0,0,0,0,0
decrepit,raihnainen,0,1,0,0,0,0,0,0,0,0
decry,halventaa,0,1,1,0,0,0,0,0,0,0
dedication,omistautuminen,1,0,0,0,0,0,0,0,0,0
deduce,päätellä,0,0,0,0,0,0,0,0,0,0
deduct,vähentää,0,1,0,0,0,0,0,0,0,0
deduction,vähennys,0,0,0,0,0,0,0,0,0,0
deed,teko,0,0,0,0,0,0,0,0,0,1
deepen,syventää,0,0,0,0,0,0,0,0,0,0
deer,Peura,0,0,0,0,0,0,0,0,0,0
defamation,kunnianloukkaus,0,1,0,0,1,1,0,0,0,0
defamatory,häpäisevä,0,1,1,0,0,0,0,0,0,0
default,oletusarvo,0,1,0,0,1,1,0,1,0,0
defeat,voittaa,0,1,0,0,0,0,0,0,0,0
defeated,voitti,0,1,0,0,0,0,0,1,0,0
defect,vika,0,1,1,0,0,0,0,0,0,0
defection,NO TRANSLATION,0,1,0,0,0,1,0,0,0,0
defective,viallinen,0,1,0,0,1,0,0,0,0,0
defend,puolustaa,1,0,0,0,0,1,0,0,0,0
defendant,vastaaja,0,0,1,0,0,1,0,1,0,0
defended,puolusti,1,0,0,0,0,0,0,0,0,1
defender,puolustaja,1,0,0,0,0,0,0,0,0,1
defending,puolustava,1,0,0,0,0,0,0,0,0,0
defense,puolustus,1,0,1,1,0,1,0,0,0,0
defenseless,puolustuskyvytön,0,1,0,0,0,1,0,1,0,0
defensible,puolustettavissa oleva,0,0,0,0,0,0,0,0,0,0
defensive,puolustava,0,0,0,0,0,0,0,0,0,0
defer,lykätä,0,0,0,0,0,0,0,0,0,0
deference,kunnioitus,1,0,0,0,0,0,0,0,0,1
deferral,lykkäys,0,1,0,0,0,0,0,0,0,0
deferring,lykkäämällä,0,0,0,0,0,0,0,0,0,0
defiance,uhma,0,1,1,0,1,1,0,0,0,0
defiant,uhmakas,0,1,1,0,0,0,0,0,0,0
deficiency,puute,0,1,0,0,0,0,0,0,0,0
deficit,alijäämä,0,1,0,0,0,0,0,0,0,0
define,määritellä,0,0,0,0,0,0,0,0,0,0
defined,määritellyt,0,0,0,0,0,0,0,0,0,0
definition,määritelmä,0,0,0,0,0,0,0,0,0,0
definitive,lopullinen,1,0,0,0,0,0,0,0,0,1
deflate,tyhjetä,0,1,1,0,0,0,0,1,0,0
deflation,deflaatio,0,1,0,0,0,1,0,0,0,0
deflect,kääntää,0,0,0,0,0,0,0,0,0,0
deflection,taipuminen,0,0,0,0,0,0,0,0,0,0
defloration,Defloraatio,0,0,0,0,0,0,0,0,0,0
deform,rumentaa,0,1,0,0,1,0,0,0,0,0
deformed,epämuodostunut,0,1,0,0,1,0,0,1,0,0
deformity,epämuodostuma,0,1,0,0,1,1,0,1,0,0
defraud,huijata,0,1,1,0,1,0,0,0,0,0
defray,vastata,0,0,0,0,0,0,0,0,0,0
deft,näppärä,0,0,0,0,0,0,0,0,0,0
defunct,kuollut,0,1,0,0,0,0,0,1,0,0
defy,uhmata,0,1,1,0,0,1,0,1,1,0
degeneracy,rappeutuminen,0,1,1,0,1,0,0,1,0,0
degenerate,degeneroitunut,0,1,0,0,0,0,0,0,0,0
degeneration,rappeutuminen,0,0,0,0,0,0,0,0,0,0
degradation,hajoaminen,0,1,0,0,0,0,0,0,0,0
degrade,hajota,0,1,0,0,1,0,0,0,0,0
degrading,halventava,0,1,0,0,1,1,0,1,0,0
degree,aste,1,0,0,0,0,0,0,0,0,0
dehydrated,vedetön,0,0,0,0,0,0,0,0,0,0
delay,viive,0,1,1,0,1,1,0,1,0,0
delayed,myöhässä,0,1,0,0,0,0,0,0,0,0
delectable,herkullinen,1,0,0,0,0,0,0,0,0,0
delegate,delegoida,1,0,0,0,0,0,0,0,0,1
delegation,valtuuskunta,0,0,0,0,0,0,0,0,0,0
deleterious,vahingollinen,0,1,1,0,1,1,0,0,0,0
deletion,poisto,0,1,0,0,0,0,0,0,0,0
deliberate,tarkoituksellinen,1,0,0,0,0,0,0,0,0,0
deliberation,keskustelu,0,0,0,0,0,0,0,0,0,0
deliberative,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0
delicacy,herkku,0,0,0,0,0,0,0,0,0,0
delicious,herkullinen,1,0,0,0,0,0,1,0,0,0
delight,ilahduttaa,1,0,0,1,0,0,1,0,0,0
delighted,iloinen,1,0,0,1,0,0,1,0,1,0
delightful,ihana,1,0,0,1,0,0,1,0,0,1
delineate,hahmotella,0,0,0,0,0,0,0,0,0,0
delineation,rajaaminen,0,0,0,0,0,0,0,0,0,0
delinquency,laiminlyönti,0,1,0,0,0,0,0,0,0,0
delinquent,rikollinen,0,1,1,0,1,0,0,0,0,0
delirious,haltioitunut,0,1,0,0,0,0,0,1,0,0
delirium,hourailu,0,1,0,0,1,0,0,1,0,0
deliverance,pelastus,1,0,0,1,0,0,1,0,0,1
delivery,toimitus,1,0,0,1,0,0,0,0,0,0
dell,notko,0,0,0,0,0,0,0,0,0,0
delta,delta,0,0,0,0,0,0,0,0,0,0
deluge,hukuttaa,0,1,0,0,0,1,0,1,1,0
delusion,harhaluulo,0,1,1,0,0,1,0,1,0,0
delusional,harhainen,0,1,1,0,0,1,0,0,0,0
delve,kaivaa,0,0,0,0,0,0,0,0,0,0
demand,kysyntä,0,1,1,0,0,0,0,0,0,0
demanding,vaativa,0,1,0,0,0,0,0,0,0,0
demeanor,käytös,0,0,0,0,0,0,0,0,0,0
demented,tylsistynyt,0,1,0,0,0,1,0,0,0,0
dementia,dementia,0,1,0,0,0,1,0,1,0,0
demise,kuolema,0,1,0,0,0,1,0,1,0,0
democracy,demokratia,1,0,0,0,0,0,0,0,0,0
democrat,demokraatti,0,0,0,0,0,0,0,0,0,0
demolish,purkaa,0,1,1,0,0,0,0,1,0,0
demolition,purkaminen,0,1,0,0,0,0,0,0,0,0
demon,demoni,0,1,1,0,1,1,0,1,0,0
demonic,demoninen,0,1,1,0,1,1,0,1,0,0
demonstrable,todistettavissa,1,0,0,0,0,0,0,0,0,0
demonstrate,osoittaa,0,0,0,0,0,0,0,0,0,0
demonstrated,osoittivat,0,0,0,0,0,0,0,0,0,0
demonstrating,esittelyssä,0,0,0,0,0,0,0,0,0,0
demonstration,esittely,0,0,0,0,0,0,0,0,0,0
demonstrative,havainnollinen,1,0,0,0,0,0,1,1,0,0
demonstrator,mielenosoittaja,0,0,0,0,0,0,0,0,0,0
demoralized,masentuneet,0,1,0,0,0,1,0,1,0,0
